child_id,synthetic_nik,synthetic_name,synthetic_parent_name,district_id,district_name,posyandu_name,age_months,gender,height_cm,weight_kg,z_haz_score,z_waz_score,nutrition_status,has_exclusive_breastfeeding,water_source_access
CHD-2026-00896,1271348807882902,Bayu Hutapea,Aditya Hutapea,DIST-03,Medan Marelan,Posyandu Melati 3,42,F,93.6,15.77,-0.26,-1.57,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00897,1271491648919775,Aditya Hutapea,Budi Hutapea,DIST-13,Medan Barat,Posyandu Melati 7,18,F,74.9,12.49,-0.89,0.9,NORMAL,False,Sumur Terlindung
CHD-2026-00898,1271853329322746,Galang Pangaribuan,Melati Pangaribuan,DIST-05,Medan Tembung,Posyandu Melati 8,31,M,84.1,13.49,-0.87,-1.14,NORMAL,False,PDAM
CHD-2026-00899,1271287306825643,Nurul Ginting,Rafi Ginting,DIST-10,Medan Selayang,Posyandu Melati 6,15,M,74.4,10.02,-0.35,-0.67,NORMAL,False,Sumur Terlindung
CHD-2026-00900,1271717617324534,Kevin Sembiring,Aditya Sembiring,DIST-04,Medan Deli,Posyandu Melati 7,37,F,85.2,13.76,-1.91,-2.27,POTENTIAL_RISK,False,PDAM
CHD-2026-00901,1271388344301861,Fajar Sembiring,Dimas Sembiring,DIST-11,Medan Sunggal,Posyandu Melati 8,55,M,99.1,21.11,-1.46,0.33,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00902,1271604538007921,Putri Pratama,Zahra Pratama,DIST-10,Medan Selayang,Posyandu Melati 6,49,F,95.7,18.52,-1.18,-0.66,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00903,1271468302034196,Rizky Tarigan,Dewi Tarigan,DIST-13,Medan Barat,Posyandu Melati 2,50,F,100.6,18.41,0.19,-0.99,NORMAL,False,PDAM
CHD-2026-00904,1271687864333681,Aisyah Sembiring,Dewi Sembiring,DIST-19,Medan Baru,Posyandu Melati 8,42,M,95.5,15.2,0.36,-2.09,NORMAL,False,Sumur Terlindung
CHD-2026-00905,1271358710371149,Fajar Lubis,Dimas Lubis,DIST-10,Medan Selayang,Posyandu Melati 3,29,M,83.5,13.8,-0.6,-0.4,NORMAL,False,PDAM
CHD-2026-00906,1271224728568763,Putri Pasaribu,Aisyah Pasaribu,DIST-14,Medan Timur,Posyandu Melati 2,17,M,74.8,8.4,-0.69,-2.59,NORMAL,False,Sumur Terlindung
CHD-2026-00907,1271253525557498,Rian Lubis,Aisyah Lubis,DIST-05,Medan Tembung,Posyandu Melati 3,37,F,92.5,14.18,0.53,-1.88,NORMAL,False,Sumur Terlindung
CHD-2026-00908,1271935006615509,Rizky Simanjuntak,Rafi Simanjuntak,DIST-13,Medan Barat,Posyandu Melati 6,46,F,96.5,17.75,-0.24,-0.68,NORMAL,False,PDAM
CHD-2026-00909,1271928012799351,Rizky Siregar,Tiara Siregar,DIST-04,Medan Deli,Posyandu Melati 8,20,M,79.3,13.33,0.09,1.21,NORMAL,False,Sumur Terlindung
CHD-2026-00910,1271717759088105,Aditya Nasution,Rian Nasution,DIST-04,Medan Deli,Posyandu Melati 2,25,M,74.7,11.18,-2.59,-1.89,STUNTED,False,PDAM
CHD-2026-00911,1271606830719788,Putri Sinaga,Budi Sinaga,DIST-18,Medan Polonia,Posyandu Melati 2,56,F,103.6,19.17,-0.2,-1.66,NORMAL,False,Sumur Terlindung
CHD-2026-00912,1271367905732922,Zahra Hutapea,Siti Hutapea,DIST-19,Medan Baru,Posyandu Melati 1,17,M,78.5,11.81,0.54,0.51,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00913,1271367843433641,Aisyah Nasution,Aditya Nasution,DIST-04,Medan Deli,Posyandu Melati 1,11,F,71.4,8.74,-0.43,-0.92,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00914,1271315436011001,Dewi Sitorus,Zahra Sitorus,DIST-17,Medan Maimun,Posyandu Melati 1,21,F,82.2,9.96,0.85,-2.08,NORMAL,False,Sumur Terlindung
CHD-2026-00915,1271984281379563,Fajar Tambunan,Tiara Tambunan,DIST-15,Medan Perjuangan,Posyandu Melati 2,28,M,82.5,12.18,-0.7,-1.66,NORMAL,False,Sumur Terlindung
CHD-2026-00916,1271284142674526,Nurul Pratama,Dimas Pratama,DIST-02,Medan Labuhan,Posyandu Melati 6,14,M,74.4,6.9,-0.13,-3.28,NORMAL,False,PDAM
CHD-2026-00917,1271423733367255,Anisa Siregar,Zahra Siregar,DIST-20,Medan Petisah,Posyandu Melati 7,47,M,96.5,18.63,-0.47,-0.11,NORMAL,False,Sumur Terlindung
CHD-2026-00918,1271783136602156,Anisa Hutapea,Fajar Hutapea,DIST-09,Medan Tuntungan,Posyandu Melati 4,46,F,92.1,17.03,-1.71,-1.34,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00919,1271639614763514,Galang Tambunan,Putri Tambunan,DIST-19,Medan Baru,Posyandu Melati 7,26,F,82.1,14.2,-0.36,0.63,NORMAL,False,PDAM
CHD-2026-00920,1271256572862802,Nurul Siregar,Kevin Siregar,DIST-20,Medan Petisah,Posyandu Melati 2,49,F,94.4,17.7,-1.64,-1.41,POTENTIAL_RISK,False,PDAM
CHD-2026-00921,1271442534374698,Lestari Pasaribu,Bayu Pasaribu,DIST-03,Medan Marelan,Posyandu Melati 2,23,M,82.1,11.25,0.34,-1.36,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00922,1271326520496022,Rian Siregar,Siti Siregar,DIST-08,Medan Johor,Posyandu Melati 2,43,F,90.8,17.99,-1.43,0.22,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00923,1271872038781785,Dewi Tarigan,Kevin Tarigan,DIST-19,Medan Baru,Posyandu Melati 7,16,F,73.4,11.78,-0.94,0.71,NORMAL,True,PDAM
CHD-2026-00924,1271717210823090,Zahra Tambunan,Rian Tambunan,DIST-18,Medan Polonia,Posyandu Melati 3,22,M,76.8,11.8,-1.19,-0.63,POTENTIAL_RISK,True,PDAM
CHD-2026-00925,1271418111607852,Kevin Pratama,Lestari Pratama,DIST-19,Medan Baru,Posyandu Melati 3,51,F,102.9,19.03,0.73,-0.66,NORMAL,False,Sumur Terlindung
CHD-2026-00926,1271455485449529,Rafi Tarigan,Dewi Tarigan,DIST-12,Medan Helvetia,Posyandu Melati 5,51,M,101.3,18.86,0.21,-0.81,NORMAL,False,Sumur Terlindung
CHD-2026-00927,1271217655062302,Dewi Sinaga,Bayu Sinaga,DIST-03,Medan Marelan,Posyandu Melati 2,10,M,76.0,10.21,1.34,0.65,NORMAL,True,Sumur Terlindung
CHD-2026-00928,1271115445799334,Dewi Tarigan,Tiara Tarigan,DIST-03,Medan Marelan,Posyandu Melati 8,52,M,93.8,19.46,-2.52,-0.49,STUNTED,False,Sumur Terlindung
CHD-2026-00929,1271882994221119,Siti Sinaga,Budi Sinaga,DIST-18,Medan Polonia,Posyandu Melati 6,51,F,96.6,19.48,-1.37,-0.25,POTENTIAL_RISK,False,PDAM
CHD-2026-00930,1271672767189577,Melati Pratama,Melati Pratama,DIST-17,Medan Maimun,Posyandu Melati 2,20,M,77.0,9.83,-0.67,-1.97,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00931,1271734975093793,Lestari Pratama,Anisa Pratama,DIST-17,Medan Maimun,Posyandu Melati 6,29,M,86.8,13.59,0.48,-0.6,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00932,1271474137108915,Zahra Sembiring,Siti Sembiring,DIST-08,Medan Johor,Posyandu Melati 4,24,F,79.2,11.84,-0.86,-1.05,NORMAL,True,Sumur Terlindung
CHD-2026-00933,1271926405711580,Rian Lubis,Dewi Lubis,DIST-19,Medan Baru,Posyandu Melati 1,35,F,88.9,15.79,-0.21,0.04,NORMAL,False,PDAM
CHD-2026-00934,1271552123691084,Rafi Sitorus,Dewi Sitorus,DIST-20,Medan Petisah,Posyandu Melati 7,28,M,82.9,10.08,-0.58,-3.56,NORMAL,False,PDAM
CHD-2026-00935,1271206547979426,Anisa Ginting,Dimas Ginting,DIST-04,Medan Deli,Posyandu Melati 2,15,F,72.3,7.72,-1.06,-2.75,POTENTIAL_RISK,False,PDAM
CHD-2026-00936,1271574138236971,Nurul Ginting,Rian Ginting,DIST-09,Medan Tuntungan,Posyandu Melati 5,33,M,85.6,12.84,-0.84,-2.19,NORMAL,False,PDAM
CHD-2026-00937,1271558833818110,Rafi Nasution,Fajar Nasution,DIST-15,Medan Perjuangan,Posyandu Melati 4,6,F,61.9,9.05,-2.43,0.5,STUNTED,True,PDAM
CHD-2026-00938,1271521331413626,Fajar Sinaga,Anisa Sinaga,DIST-02,Medan Labuhan,Posyandu Melati 8,48,M,94.0,17.12,-1.54,-1.71,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00939,1271806196403087,Siti Sinaga,Tiara Sinaga,DIST-09,Medan Tuntungan,Posyandu Melati 7,26,F,83.1,12.34,-0.04,-1.06,NORMAL,False,PDAM
CHD-2026-00940,1271546242881223,Budi Nasution,Fajar Nasution,DIST-04,Medan Deli,Posyandu Melati 1,55,M,107.6,19.13,1.37,-1.48,NORMAL,False,Sumur Terlindung
CHD-2026-00941,1271656035185742,Anisa Tambunan,Budi Tambunan,DIST-11,Medan Sunggal,Posyandu Melati 2,24,F,81.4,13.48,-0.14,0.44,NORMAL,False,PDAM
CHD-2026-00942,1271459039722884,Galang Nasution,Nurul Nasution,DIST-05,Medan Tembung,Posyandu Melati 7,22,M,83.4,10.57,1.0,-1.76,NORMAL,True,Sumur Terlindung
CHD-2026-00943,1271349963983436,Galang Tambunan,Putri Tambunan,DIST-04,Medan Deli,Posyandu Melati 3,20,M,74.3,12.23,-1.57,0.21,POTENTIAL_RISK,False,PDAM
CHD-2026-00944,1271883093412489,Fajar Sinaga,Budi Sinaga,DIST-07,Medan Amplas,Posyandu Melati 7,9,F,71.7,9.55,0.12,0.27,NORMAL,False,Sumur Terlindung
CHD-2026-00945,1271711643299353,Nurul Sitorus,Anisa Sitorus,DIST-08,Medan Johor,Posyandu Melati 5,33,M,81.7,16.48,-2.12,1.12,STUNTED,False,PDAM
CHD-2026-00946,1271414353771779,Kevin Sitorus,Anisa Sitorus,DIST-12,Medan Helvetia,Posyandu Melati 1,17,M,72.2,10.67,-1.56,-0.53,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00947,1271457359842650,Dimas Harahap,Tiara Harahap,DIST-11,Medan Sunggal,Posyandu Melati 5,33,M,85.9,13.51,-0.74,-1.58,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00948,1271228014421223,Bayu Harahap,Siti Harahap,DIST-12,Medan Helvetia,Posyandu Melati 6,49,M,92.3,16.35,-2.32,-2.64,STUNTED,False,PDAM
CHD-2026-00949,1271573498255521,Aditya Tarigan,Melati Tarigan,DIST-12,Medan Helvetia,Posyandu Melati 2,19,F,76.7,9.11,-0.54,-2.4,NORMAL,True,PDAM
CHD-2026-00950,1271939571154120,Siti Pratama,Aditya Pratama,DIST-20,Medan Petisah,Posyandu Melati 2,18,F,72.3,10.72,-1.76,-0.71,POTENTIAL_RISK,True,Air Sungai / Tak Terlindung
CHD-2026-00951,1271356594753517,Bayu Harahap,Tiara Harahap,DIST-20,Medan Petisah,Posyandu Melati 4,8,M,60.1,9.41,-3.51,0.38,SEVERELY_STUNTED,False,Sumur Terlindung
CHD-2026-00952,1271677604602923,Zahra Sitorus,Lestari Sitorus,DIST-09,Medan Tuntungan,Posyandu Melati 8,33,M,77.9,14.44,-3.41,-0.74,SEVERELY_STUNTED,False,Sumur Terlindung
CHD-2026-00953,1271458305493112,Budi Nasution,Melati Nasution,DIST-17,Medan Maimun,Posyandu Melati 1,24,M,79.6,12.75,-0.73,-0.23,NORMAL,True,Sumur Terlindung
CHD-2026-00954,1271751786283711,Tiara Pangaribuan,Zahra Pangaribuan,DIST-13,Medan Barat,Posyandu Melati 7,34,F,86.8,17.17,-0.68,1.51,NORMAL,False,Sumur Terlindung
CHD-2026-00955,1271306996784568,Dimas Nasution,Budi Nasution,DIST-09,Medan Tuntungan,Posyandu Melati 8,43,M,94.1,18.29,-0.35,0.49,NORMAL,False,Sumur Terlindung
CHD-2026-00956,1271478426585399,Kevin Harahap,Nurul Harahap,DIST-17,Medan Maimun,Posyandu Melati 3,41,M,88.9,16.49,-1.59,-0.69,POTENTIAL_RISK,False,PDAM
CHD-2026-00957,1271912553355550,Nurul Harahap,Aisyah Harahap,DIST-18,Medan Polonia,Posyandu Melati 1,14,F,79.0,9.71,1.39,-0.72,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00958,1271934643407047,Zahra Siregar,Budi Siregar,DIST-07,Medan Amplas,Posyandu Melati 5,26,M,81.4,13.69,-0.6,0.17,NORMAL,False,Sumur Terlindung
CHD-2026-00959,1271177563611170,Melati Harahap,Bayu Harahap,DIST-14,Medan Timur,Posyandu Melati 4,58,F,100.8,18.04,-1.59,-3.14,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00960,1271787892472743,Putri Harahap,Budi Harahap,DIST-09,Medan Tuntungan,Posyandu Melati 5,52,F,100.5,20.47,-0.3,0.42,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00961,1271663313566312,Melati Tarigan,Dimas Tarigan,DIST-21,Medan Area,Posyandu Melati 7,23,M,74.2,12.67,-2.31,-0.07,STUNTED,True,Sumur Terlindung
CHD-2026-00962,1271216200523973,Lestari Nasution,Tiara Nasution,DIST-14,Medan Timur,Posyandu Melati 3,35,M,89.7,12.16,0.07,-3.27,NORMAL,False,PDAM
CHD-2026-00963,1271124252263669,Putri Pangaribuan,Dewi Pangaribuan,DIST-16,Medan Kota,Posyandu Melati 4,17,F,72.1,10.18,-1.59,-0.97,POTENTIAL_RISK,True,PDAM
CHD-2026-00964,1271228594909630,Nurul Ginting,Rian Ginting,DIST-14,Medan Timur,Posyandu Melati 2,14,M,72.0,8.74,-0.93,-1.6,NORMAL,False,PDAM
CHD-2026-00965,1271263604062369,Budi Simanjuntak,Aisyah Simanjuntak,DIST-04,Medan Deli,Posyandu Melati 1,23,M,75.1,13.46,-2.01,0.65,STUNTED,True,Air Sungai / Tak Terlindung
CHD-2026-00966,1271203121493281,Zahra Hutapea,Bayu Hutapea,DIST-04,Medan Deli,Posyandu Melati 3,36,F,86.6,13.87,-1.21,-1.94,POTENTIAL_RISK,False,PDAM
CHD-2026-00967,1271798256575382,Fajar Lubis,Aisyah Lubis,DIST-16,Medan Kota,Posyandu Melati 1,46,M,95.6,18.55,-0.54,0.05,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00968,1271759771167804,Zahra Harahap,Siti Harahap,DIST-04,Medan Deli,Posyandu Melati 4,15,M,72.4,9.21,-1.02,-1.4,POTENTIAL_RISK,True,PDAM
CHD-2026-00969,1271388176637303,Fajar Sitorus,Dewi Sitorus,DIST-13,Medan Barat,Posyandu Melati 8,49,M,95.1,17.7,-1.39,-1.41,POTENTIAL_RISK,False,PDAM
CHD-2026-00970,1271551799956467,Nurul Siregar,Dewi Siregar,DIST-04,Medan Deli,Posyandu Melati 2,13,F,68.8,9.36,-1.78,-0.81,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00971,1271862901757967,Anisa Tarigan,Bayu Tarigan,DIST-06,Medan Denai,Posyandu Melati 5,15,F,69.2,10.11,-2.09,-0.59,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00972,1271439501002251,Tiara Pangaribuan,Lestari Pangaribuan,DIST-09,Medan Tuntungan,Posyandu Melati 3,56,M,107.3,20.67,1.05,-0.3,NORMAL,False,Sumur Terlindung
CHD-2026-00973,1271678563838838,Bayu Nasution,Rian Nasution,DIST-05,Medan Tembung,Posyandu Melati 2,58,M,101.7,18.9,-1.3,-2.37,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00974,1271262907067308,Fajar Siregar,Bayu Siregar,DIST-09,Medan Tuntungan,Posyandu Melati 8,28,F,88.3,11.88,1.24,-1.93,NORMAL,False,Sumur Terlindung
CHD-2026-00975,1271279411055028,Melati Simanjuntak,Bayu Simanjuntak,DIST-14,Medan Timur,Posyandu Melati 8,30,F,86.8,14.4,0.27,-0.09,NORMAL,False,Sumur Terlindung
CHD-2026-00976,1271591876797911,Zahra Tarigan,Nurul Tarigan,DIST-16,Medan Kota,Posyandu Melati 2,39,M,90.0,15.84,-0.77,-0.83,NORMAL,False,PDAM
CHD-2026-00977,1271566854988764,Dimas Sembiring,Budi Sembiring,DIST-01,Medan Belawan,Posyandu Melati 1,14,M,64.6,9.37,-3.42,-1.03,SEVERELY_STUNTED,False,PDAM
CHD-2026-00978,1271805415314973,Dewi Ginting,Fajar Ginting,DIST-05,Medan Tembung,Posyandu Melati 1,19,M,77.9,9.4,-0.15,-2.14,NORMAL,True,PDAM
CHD-2026-00979,1271995453397089,Rian Hutapea,Budi Hutapea,DIST-05,Medan Tembung,Posyandu Melati 2,9,M,68.1,8.25,-1.05,-0.91,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00980,1271281828305014,Budi Nasution,Lestari Nasution,DIST-06,Medan Denai,Posyandu Melati 7,10,M,71.3,8.39,-0.25,-1.01,NORMAL,True,Sumur Terlindung
CHD-2026-00981,1271994140568703,Fajar Hutapea,Galang Hutapea,DIST-16,Medan Kota,Posyandu Melati 8,32,F,80.2,13.77,-2.39,-1.12,STUNTED,False,Sumur Terlindung
CHD-2026-00982,1271177736621526,Dewi Siregar,Fajar Siregar,DIST-01,Medan Belawan,Posyandu Melati 3,44,M,92.8,17.48,-1.01,-0.47,POTENTIAL_RISK,False,PDAM
CHD-2026-00983,1271836262516014,Rafi Tarigan,Kevin Tarigan,DIST-14,Medan Timur,Posyandu Melati 7,51,M,96.4,21.51,-1.44,1.6,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00984,1271268792334471,Rizky Tarigan,Rian Tarigan,DIST-09,Medan Tuntungan,Posyandu Melati 4,31,M,78.3,13.35,-2.81,-1.27,STUNTED,False,PDAM
CHD-2026-00985,1271985911908821,Melati Sembiring,Rizky Sembiring,DIST-18,Medan Polonia,Posyandu Melati 7,26,F,81.6,12.76,-0.52,-0.68,NORMAL,False,PDAM
CHD-2026-00986,1271232094712274,Anisa Lubis,Kevin Lubis,DIST-12,Medan Helvetia,Posyandu Melati 1,29,F,79.0,13.98,-2.11,-0.25,STUNTED,False,PDAM
CHD-2026-00987,1271377261161179,Zahra Siregar,Rizky Siregar,DIST-06,Medan Denai,Posyandu Melati 4,54,F,101.3,19.44,-0.5,-0.96,NORMAL,False,Sumur Terlindung
CHD-2026-00988,1271206978171735,Aisyah Lubis,Kevin Lubis,DIST-21,Medan Area,Posyandu Melati 1,42,F,93.4,16.11,-0.35,-1.26,NORMAL,False,PDAM
CHD-2026-00989,1271465174769195,Dewi Pratama,Lestari Pratama,DIST-03,Medan Marelan,Posyandu Melati 7,18,F,69.0,9.47,-2.86,-1.85,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00990,1271226265703460,Bayu Sinaga,Galang Sinaga,DIST-04,Medan Deli,Posyandu Melati 8,7,F,67.2,7.65,-0.9,-1.0,NORMAL,True,PDAM
CHD-2026-00991,1271393261223307,Rafi Siregar,Rizky Siregar,DIST-05,Medan Tembung,Posyandu Melati 6,55,M,101.0,20.36,-0.82,-0.35,NORMAL,False,Sumur Terlindung
CHD-2026-00992,1271899975318059,Bayu Harahap,Lestari Harahap,DIST-05,Medan Tembung,Posyandu Melati 4,8,F,66.0,7.99,-1.55,-0.92,POTENTIAL_RISK,True,Air Sungai / Tak Terlindung
CHD-2026-00993,1271906216902595,Rizky Nasution,Aditya Nasution,DIST-20,Medan Petisah,Posyandu Melati 3,57,M,105.6,20.63,0.23,-0.57,NORMAL,False,Sumur Terlindung
CHD-2026-00994,1271731986858451,Zahra Sembiring,Rizky Sembiring,DIST-10,Medan Selayang,Posyandu Melati 5,26,M,77.5,11.81,-1.9,-1.54,POTENTIAL_RISK,False,PDAM
CHD-2026-00995,1271211745893935,Aditya Sitorus,Lestari Sitorus,DIST-09,Medan Tuntungan,Posyandu Melati 5,51,F,101.8,20.7,0.37,0.86,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00996,1271256963608999,Rafi Pangaribuan,Fajar Pangaribuan,DIST-09,Medan Tuntungan,Posyandu Melati 5,8,F,72.9,8.56,0.77,-0.4,NORMAL,False,Sumur Terlindung
CHD-2026-00997,1271759858746138,Fajar Ginting,Lestari Ginting,DIST-20,Medan Petisah,Posyandu Melati 7,29,M,79.8,13.72,-1.84,-0.48,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00998,1271418337361130,Aisyah Tambunan,Aisyah Tambunan,DIST-09,Medan Tuntungan,Posyandu Melati 5,15,M,79.2,10.77,1.22,0.02,NORMAL,False,PDAM
CHD-2026-00999,1271698016552531,Rizky Lubis,Rian Lubis,DIST-13,Medan Barat,Posyandu Melati 8,28,F,82.0,14.0,-0.87,-0.0,NORMAL,False,Sumur Terlindung
CHD-2026-01000,1271235162268096,Siti Siregar,Putri Siregar,DIST-15,Medan Perjuangan,Posyandu Melati 6,18,F,70.8,9.73,-2.26,-1.61,STUNTED,True,PDAM
CHD-2026-01001,1271243918978447,Tiara Lubis,Tiara Lubis,DIST-20,Medan Petisah,Posyandu Melati 8,8,M,65.5,9.04,-1.7,0.04,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-01002,1271581654316922,Aditya Pratama,Melati Pratama,DIST-11,Medan Sunggal,Posyandu Melati 8,56,F,105.0,20.13,0.26,-0.79,NORMAL,False,PDAM
CHD-2026-01003,1271443643153885,Budi Simanjuntak,Anisa Simanjuntak,DIST-07,Medan Amplas,Posyandu Melati 2,11,M,67.2,8.74,-1.84,-0.92,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-01004,1271773245055250,Rafi Sembiring,Anisa Sembiring,DIST-10,Medan Selayang,Posyandu Melati 2,17,M,73.8,9.75,-1.02,-1.36,POTENTIAL_RISK,False,PDAM
CHD-2026-01005,1271636050208790,Putri Lubis,Lestari Lubis,DIST-10,Medan Selayang,Posyandu Melati 7,40,M,92.8,15.55,-0.05,-1.32,NORMAL,False,PDAM
CHD-2026-01006,1271819211104253,Rian Sembiring,Budi Sembiring,DIST-19,Medan Baru,Posyandu Melati 6,10,M,65.4,7.44,-2.2,-1.88,STUNTED,False,PDAM
CHD-2026-01007,1271249304897658,Fajar Ginting,Bayu Ginting,DIST-15,Medan Perjuangan,Posyandu Melati 8,22,M,72.4,11.86,-2.65,-0.58,STUNTED,True,Sumur Terlindung
CHD-2026-01008,1271378819314074,Aditya Siregar,Aisyah Siregar,DIST-21,Medan Area,Posyandu Melati 7,32,M,85.7,14.24,-0.56,-0.69,NORMAL,False,PDAM
CHD-2026-01009,1271114882416960,Dimas Pangaribuan,Aditya Pangaribuan,DIST-07,Medan Amplas,Posyandu Melati 5,7,F,69.5,9.19,-0.14,0.4,NORMAL,True,Sumur Terlindung
CHD-2026-01010,1271554693209887,Rafi Sinaga,Anisa Sinaga,DIST-21,Medan Area,Posyandu Melati 2,33,F,83.8,14.86,-1.43,-0.36,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-01011,1271807237893664,Anisa Sitorus,Putri Sitorus,DIST-15,Medan Perjuangan,Posyandu Melati 7,40,F,85.1,17.72,-2.62,0.65,STUNTED,False,PDAM
CHD-2026-01012,1271221918762700,Dewi Hutapea,Melati Hutapea,DIST-14,Medan Timur,Posyandu Melati 7,11,M,66.2,8.03,-2.17,-1.56,STUNTED,True,Sumur Terlindung
CHD-2026-01013,1271747094671534,Zahra Siregar,Rafi Siregar,DIST-20,Medan Petisah,Posyandu Melati 7,48,F,95.2,16.65,-1.13,-2.14,POTENTIAL_RISK,False,PDAM
CHD-2026-01014,1271359979408693,Zahra Sinaga,Siti Sinaga,DIST-15,Medan Perjuangan,Posyandu Melati 8,13,F,71.9,9.57,-0.74,-0.62,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-01015,1271386322165646,Rian Pratama,Lestari Pratama,DIST-21,Medan Area,Posyandu Melati 5,23,F,78.2,10.02,-0.96,-2.48,NORMAL,False,Sumur Terlindung
CHD-2026-01016,1271132608257134,Anisa Pratama,Budi Pratama,DIST-01,Medan Belawan,Posyandu Melati 6,59,F,109.4,20.88,1.04,-0.79,NORMAL,False,PDAM
CHD-2026-01017,1271603020197444,Anisa Lubis,Zahra Lubis,DIST-19,Medan Baru,Posyandu Melati 7,59,M,114.4,20.33,2.7,-1.29,NORMAL,False,PDAM
CHD-2026-01018,1271614335789475,Rian Hutapea,Putri Hutapea,DIST-21,Medan Area,Posyandu Melati 4,16,F,77.3,11.05,0.38,0.05,NORMAL,True,Sumur Terlindung
CHD-2026-01019,1271609839815263,Galang Siregar,Aditya Siregar,DIST-05,Medan Tembung,Posyandu Melati 6,59,M,102.7,22.4,-1.21,0.59,POTENTIAL_RISK,False,PDAM
CHD-2026-01020,1271909074373507,Budi Sinaga,Budi Sinaga,DIST-03,Medan Marelan,Posyandu Melati 7,7,M,65.6,7.15,-1.45,-1.46,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-01021,1271333513664633,Rafi Pangaribuan,Lestari Pangaribuan,DIST-05,Medan Tembung,Posyandu Melati 4,25,M,67.7,12.7,-4.92,-0.5,SEVERELY_STUNTED,False,Sumur Terlindung
CHD-2026-01022,1271451869933355,Kevin Pangaribuan,Aisyah Pangaribuan,DIST-13,Medan Barat,Posyandu Melati 2,46,M,90.7,17.08,-2.18,-1.29,STUNTED,False,PDAM
CHD-2026-01023,1271463747213959,Siti Siregar,Fajar Siregar,DIST-20,Medan Petisah,Posyandu Melati 8,11,M,67.8,8.79,-1.63,-0.87,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-01024,1271125338432205,Rian Siregar,Tiara Siregar,DIST-07,Medan Amplas,Posyandu Melati 4,37,M,90.0,15.27,-0.31,-0.89,NORMAL,False,Sumur Terlindung
CHD-2026-01025,1271302885405894,Bayu Pangaribuan,Rafi Pangaribuan,DIST-13,Medan Barat,Posyandu Melati 1,6,M,69.8,9.26,0.2,0.69,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-01026,1271791052583595,Tiara Tambunan,Melati Tambunan,DIST-12,Medan Helvetia,Posyandu Melati 2,39,F,89.0,15.37,-1.11,-1.26,POTENTIAL_RISK,False,PDAM
CHD-2026-01027,1271758979253496,Zahra Pratama,Galang Pratama,DIST-01,Medan Belawan,Posyandu Melati 2,19,F,77.8,11.46,-0.16,-0.26,NORMAL,True,PDAM
CHD-2026-01028,1271443869608890,Nurul Siregar,Fajar Siregar,DIST-05,Medan Tembung,Posyandu Melati 6,18,M,77.6,9.31,-0.01,-1.99,NORMAL,False,Sumur Terlindung
CHD-2026-01029,1271343622413833,Anisa Tarigan,Rian Tarigan,DIST-16,Medan Kota,Posyandu Melati 7,18,F,77.6,11.04,-0.0,-0.42,NORMAL,True,Sumur Terlindung
CHD-2026-01030,1271725545278309,Dewi Nasution,Dimas Nasution,DIST-19,Medan Baru,Posyandu Melati 6,33,F,90.7,14.11,0.85,-1.03,NORMAL,False,Sumur Terlindung
CHD-2026-01031,1271824700587126,Rian Sinaga,Dimas Sinaga,DIST-20,Medan Petisah,Posyandu Melati 8,46,M,90.1,18.81,-2.38,0.28,STUNTED,False,PDAM
CHD-2026-01032,1271624077299691,Galang Harahap,Aditya Harahap,DIST-02,Medan Labuhan,Posyandu Melati 1,28,F,72.1,11.72,-4.15,-2.07,SEVERELY_STUNTED,False,PDAM
